occupation_item_id	occupation_counts	en_label	en_description
28098639	12	cordelist	person who write cordel, a specific genre of poetry on brazilian literature
3109740	1	Politico	American political journalism company
737520	1	rebec	bowed stringed instrument of the Medieval era and Renaissance era
895471	2	bowls	sport
38410473	6		
6060261	1	Arkitekt	magazine
16830375	2		
6500483	1	Nguyen dynasty	imperial dynasty in Vietnam
81163	1	polymer	substance composed of macromolecules with repeating structural units
58623063	8	film distributor	person that distributes films
26161489	2		
12271	16	architecture	both the process and product of planning, designing and construction
20895235	15	Kōdanshi	performer of Kōdan
1157586	7	Daijō-daijin	Japanese Imperial court position
1351174	4	Udaijin	government position in pre-modern Japanese imperial court
11598626	1	horse-race critic	
16159320	5	labor social insurance attorney	
11422442	2		
2274163	8	onmyōji	Japanese courtly practitioner of Onmyōdo
11632350	1		
1047433	4	Gesaku	
1185338	5	Naidaijin	Japanese Imperial court position
3286047	3	child model	underage photo- and fashion-models
7667596	3	Sōkan	
11363389	4	scholar of Chinese literature	
1504372	2	Shihan	word
2551347	1	Spanish Maquis	Post-Spanish Civil War Spanish anti-Francoist resistence movement.
56598083	3	dance historian	
224952	1	suspect	known person suspected of committing a crime
638255	3	Unterscharführer	Nazi party paramilitary rank
1430683	10	aircraft mechanic	profession
1839430	2		Wikimedia list article
22857	1	climbing	activity to ascend a steep object
1256173	8	spin doctor	
702997	4	Kapo	prisoner functionary  in Nazi concentration camp
51536424	16	wheelchair racer	athlete who takes part in wheelchair races
55517968	3	county architect	
3745675	5	Fine Artist	
16157217	8		
188761	9	Vestal Virgin	occupation in Ancient Rome, Priestesses of goddess Vesta
83204	3	triumvirate	political regime ruled or dominated by three powerful individuals known as triumvirs (the arrangement can be formal or informal)
210970	1	castrato	type of classical male singing voice equivalent to that of a soprano, mezzo-soprano, or contralto
2357175	2	Hajib	
9085854	4	tenant-in-chief	medieval lord holding an unseizeable real right on a part of his domain exploited by his vassal subjects, to whom he granted a limited concession for occupying or using it, against a servitude and often a share of its usufruct
192296	7	weaving	technology for the production of textiles
11995952	4		
46996996	6		
11960402	5		
25434898	1		
1417815	1	reading education	all measures that aim to convey a target group pleasure in reading and literature
61883	2	air force	military branch of service primarily concerned with aerial warfare
44415361	5		
607081	2	textile industry	economic sector
56405911	1		
1606185	3	songster	profession
834903	3	comparative literature	academic discipline comparing literature across cultures
5000587	2	bursar	professional financial administrator in a school or university
1443621	1	artistic roller skating	type of sport
2330480	11	kobzar	Ukrainian Musician
10312792	2	juiz de fora	
4187942	1	Merit artist of Ukrainian SSR	
37547	3	astrophysics	branch of astronomy
150804	2	The Pianist	2002 biographic film on the Warsaw Ghetto directed by Roman Polanski
17281165	1	Doctor of Sciences in Medicine	"""Doctor of Sciences in Medicine"" - higher doctoral degree in the Soviet Union and post-Soviet states"
5164608	6	consultor	in the Catholic Church, title for various advisory positions
1068364	1	Kapudan Pasha	The admiral of the navy of the Ottoman Empire
733738	1	Melbourne Airport	international airport serving Melbourne, Australia
46337	1	manifesto	published declaration of principles and intentions of an individual or group
131172	1	welding	fabrication or sculptural process for joining materials
5705290	1		
590870	6	cinematography	art or science of motion picture photography
38112	7	forestry	economic sector
132116	7	folkloristics	academic field
28223650	1	Cand.scient.	
17027380	3	civiløkonom	professional title used by business graduates in Denmark
6824851	13	metrologist	scientist in the field of measurement
448974	1	Law enforcement in Austria	
4801269	9	artistic director	occupation in music
36908	17	mountaineering	sport of mountain climbing
2228475	2	Sayadaw	
12583545	1	Governor of Gyeonggi Province	
11967349	3		
5196047	2	Curva	
7198392	8	hierodeacon	monk who has been ordained a deacon in Eastern Orthodox Christianity
3023339	3	lace maker	person who make lace
3983434	1	Lieutenant Colonel General	military rank
484181	2	fiqh	Islamic jurisprudence
19213525	2		
28001428	3	falconer	falconry expert
12878771	15		
462693	5	Bishop of Bangor	Ordinary of the Church in Wales Diocese of Bangor
5691184	2	health visitor	
8253	1	fiction	any story or setting that is derived from imagination, can be conveyed through any medium
43548373	9	speedcuber	person who practices speedcubing
567086	1	Annihilator	Canadian metal band
330459	4	first lieutenant	commissioned officer military rank
42903750	7		
1227187	1		profession
841571	8	freedman	former slave who has been released from slavery
16002408	1	Alcalde-Presidente	
31305844	8		
11141137	2	midshipman	officer cadet
1286374	5	commercial lawyer	specialist in business law
1714329	7	Justiciar	the monarch's chief minister in Medieval England and Scotland
2369287	2	blessed	person who is beatified. Use as value for canonization status (P411)
3285163	2	arts administration	
1292366	2	Landsmannschaft der Banater Schwaben	
7366	3	song	composition for voice(s)
7175	1	mycology	branch of biology concerned with the study of fungi
7193	7	microbiology	study of microscopic organisms
4156088	2		
269915	1	sinology	study of China, its language, or culture
80962	1	animal husbandry	management and care of farm animals by humans
3550383	1	Thinker	fictional character from DC Comics
4156320	1	Debut	literary award
34508	2	video	electronic medium for the recording, copying and broadcasting of moving visual images
1391504	2		profession
730537	3	radio officer	profession
175002	3	developmental psychology	scientific study of changes that occur in human beings over the course of their lives
319544	5	secretary	position within an organisation or club
15980346	7	land developer	
61409620	2		
6785274	5	Master of corporate communication	
11590798	1		
478672	2	pig farming	raising and breeding of domestic pigs
1812454	1	squad leader	military position for a non-commissioned officer who leads an infantry squad
18245166	7	graduate student	person receiving postgraduate education (that is, after postsecondary education)
21102688	1		
1473046	7	teamster	profession
13107184	3	pharmacy	facility where medicines are sold
53324114	4	Pest control worker	person who earns a living removing unwanted pests that infest buildings and surrounding areas
15875093	1		
385586	2	disciple	student following a master
4987739	1	Breton movement	
1423622	3	rural gentry	
13534654	1	Taifa of Toledo	
1353040	1	coast guard	maritime security organization of a particular country
17319698	5	lapidary	gemstone cutter
5803091	14	shop assistant	occupation
1241157	4	Freedom Fighters	Wikimedia disambiguation page
1163330	3	Maharaja	Hindu male monarch in South Asia
271110	1	Army of the Guardians of the Islamic Revolution	Islamic defense branch of Iran's military
132311	1	fantasys	genre of speculative fiction set in a fictional universe, often inspired by real world myth and folklores
670152	1	Germanophile	someone with a strong interest in or love of German people, culture, and history
337902	1	naval rating	enlisted member of a country's navy
177826	9	clergy	formal leaders within established religions
7688250	1	Tatrzańskie Ochotnicze Pogotowie Ratunkowe	
25158659	4	Humanista	Wikimedia disambiguation page
191600	2	civil and political rights	rights preventing the infringement of personal freedom by other social actors
8458	2	human rights	inalienable fundamental rights to which a person is inherently entitled
46069542	8	former comfort women	people who had been comfort women.
179442	2	demagogy	type of political behaviour
631744	1	succentor	profession
48889904	4	chantre	ecclesiastical title
205972	1	alcohol intoxication	negative effect(s) induced by the ingestion of ethanol (alcohol)
188628	9	board of directors	group of people who jointly supervise the activities of an organization
700110	9	Landeshauptmann	gubernatorial title
3843153	1	Mayordomo mayor del rey	
4855270	3	Bangladesh Army	ground warfare branch of Bangladesh's military
13003315	3		
1474624	1	Yerevan State University	university
693249	2	prima donna	leading female singer in an opera company
910179	4	theatre pedagogy	discipline combining both theatre and pedagogy
11751155	1		
23784297	1		
571458	1	translation for legal equivalence	production of translations that are acceptable by a legal jurisdiction
16714389	2	Rynda	bodyguard of Russian grand princes and tsars
47489253	3	scholar of the bible as literature	scholar who researches the literary aspects of the bible
6410943	1	King's Fund	organization
704948	9	body double	profession
840850	3	freight forwarder	service company that handles the shipment of goods
512258	1		
7209569	1	Police cadet	
5260571	2	departmental secretary	senior public servant of a Commonwealth or state government department
