item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
2239243	1	mythical creature	often supernatural animal, often a hybrid, sometimes part human, whose existence cannot be proven, described in legends, myths, fables, folklore, poetry, fairy tales, etc	1	en	wikidata	0	human	
973658	16	caudillo	type of personalist leader wielding political power	1	la	wikidata	0	human	
18670161	2	mascot	person, animal, or object thought to bring luck, or for fictional, representative spokespeople for consumer products	1	Unknown	wikidata	1	human	
3273157	3	royal consort	wife of a monarch	1	fr	wikidata	1	human	
2101738	2	Police Chief Master	head of investigations in the German police	0	en	wikidata	-1		
3427422	1	statistical graphics	graphics in the field of statistics used to visualize quantitative data	0	de	wikidata	-1		
62689	1	Cameralism	former German science of administration	0	en	wikidata	0	human	
37511405	1	Pajer	family name	1	ca	wikidata	0	human	
3412851	1	information quality	term to describe the quality of the content of information systems	0	en	wikidata	-1		
897395	3	executive board	executive board of a corporation (public limited company)	0	en	wikidata	-1		
2823717	3	activist shareholder	shareholder that uses an equity stake in a corporation to influence management	0	en	wikidata	1	human	
191079	1	Generalissimo	military rank	1	it	wikidata	0	human	
3289692	1	Carpet seller		0	nb	wikidata	-1		
12470043	1	Champ Car driver		0	en	wikidata	-1		
27922114	5	magizoologist		0	de	wikidata	-1		
6345855	1	Kadı		0	tr	wikidata	-1		
62122629	2	liar	someone who lies	1	ro	wikidata	1	cleanlab	
184299	6	Shah	Persian title	1	en	wikidata	1	human	
8067100	12	street vendor	vendor of merchandise that can be easily transported	0	io	wikidata	-1		
40164	1	lever	simple machine consisting of a beam or rigid rod pivoted at a fixed hinge, or fulcrum	1	da	wikidata	0	human	
54475348	9	balneologist		0	Unknown	wikidata	-1		
131359	1	professional wrestling	entertainment form that mimics contact sports	0	en	wikidata	-1		
613968	3	Volhynian Voivode		0	pl	wikidata	-1		
390980	1	Archbishop of Armagh	ecclesiastical head of the Church of Ireland	0	en	wikidata	-1		
53953009	2	murder accomplice	crime	0	en	wikidata	-1		
216033	4	dressage	highly skilled form of riding performed in exhibition and competition	1	en	wikidata	0	human	
3511312	1	radio drama series	series of radio drama episodes	0	Unknown	wikidata	-1		
2369218	15	Murshid	"Arabic word, for ""guide"", ""teacher"", having integrity, being sensible, mature; in Sufism term used for a spiritual guide"	1	Unknown	wikidata	0	human	
67528681	1	Roman soldier	soldier in Roman army	0	fr	wikidata	-1		
8037570	4	wrangler	someone employed to handle animals professionally, especially horses	1	mr	wikidata	1	human	
2038339	1	Shtadlan	intercessor for a local European Jewish community	0	ku	wikidata	-1		
159810	2	economy	an area of the production, distribution and trade, as well as consumption of goods and services by different agents.	1	ie	wikidata	0	human	
178433	1	lexicology	linguistic discipline	0	en	wikidata	-1		
17575128	1	grand ayatollah	highest clerical rank in Usuli Twelver Shia Islam	1	qu	wikidata	1	human	
17305500	11	stone carver	artisan	1	en	wikidata	1	human	
567971	2	Archiater	title of honor	0	it	wikidata	-1		
2512021	2	lumières		0	fr	wikidata	-1		
8770884	1	Dukedom of Segorbe		0	vo	wikidata	-1		
1126165	4	Mandarin	bureaucrat in imperial China	1	id	wikidata	0	human	
2409583	1	kingmaker	person or group that has great influence in a royal or political succession	1	Unknown	wikidata	1	human	
1275294	1	Grand Chancellor	The highest-ranking official in the Imperial Government in ancient China	0	fr	wikidata	-1		
2088191	2	philosopher king	king who rules through love and knowledge, as described by Plato	1	en	wikidata	1	human	
10540834	2	agriculture minister	cabinet position in a government	0	en	wikidata	-1		
7433714	1	science outreach	activities by research institutes, universities, and institutions such as science museums, aimed at promoting public awareness of science	0	en	wikidata	-1		
5097014	2	Chief of Defence	highest ranked commissioned officer of a nation's armed forces	0	en	wikidata	-1		
59511358	2	data operator	figure skating official	0	et	wikidata	-1		
165950	1	espionage	clandestine acquisition of confidential information	1	oc	wikidata	0	human	
166376	1	doping in sport	use of banned performance-enhancing drugs in sports	0	nl	wikidata	-1		
6116070	2	jackaroo	trainee stockman on a sheep or cattle station	1	Unknown	wikidata	1	human	
163820	1	Silicon Valley	subregion of the San Francisco Bay Area in the United States	1	it	wikidata	0	human	
15221231	1	Evangelism marketing		0	is	wikidata	-1		
889870	3	despot	heir apparent to the emperor or senior court official	1	es	wikidata	1	human	
537575	7	gravedigger	cemetery worker responsible for digging a grave	1	Unknown	wikidata	1	human	
66819512	9	Pottery painter	painter who paints pottery	0	en	wikidata	-1		
11220	5	United States Navy	maritime warfare branch of the United States' military	0	en	wikidata	-1		
209122	5	magister militum	position	0	la	wikidata	-1		
2084705	2	Jewish commentaries on the Bible		0	en	wikidata	-1		
26256810	1	matter	topic or area addressed by a work	1	da	wikidata	0	human	
54366361	1	shepherd God		0	en	wikidata	-1		
28914	2	patron saint	saint regarded as the tutelary spirit or heavenly advocate of a nation, place, craft, activity, class, clan, family, or person	1	fr	wikidata	1	human	
38206355	1	Director of the National Economic Council		0	en	wikidata	-1		
14556953	2	freshwater biologist	scientist specializing in freshwater biology	0	en	wikidata	-1		
922454	1	Broadcasting Board of Governors		0	en	wikidata	-1		
1757816	1	beachcombing		1	en	wikidata	0	human	
42417432	6	Storyteller		1	sv	wikidata	1	human	
1748941	1	radio comedy	genre of radio programming	0	Unknown	wikidata	-1		
7928606	1	Vietnam veteran		0	hu	wikidata	-1		
797990	2	babysitting	temporary childcare provider	1	en	wikidata	0	human	
332102	1	paranormal phenomenon	occurance described in non-scientific bodies of knowledge whose existence is described to lie beyond normal experience or scientific explanation	0	it	wikidata	-1		
1852084	1	libertarian socialism	form of left-wing anarchism	0	lt	wikidata	-1		
376262	4	High Priests of Amun	position	0	en	wikidata	-1		
37503789	1	Virrey	family name	1	pt	wikidata	0	human	
861007	2	Chogyal	monarchs of the former kingdoms of Sikkim and Ladakh in present-day India	1	hu	wikidata	0	human	
4840639	1	Badass		1	eu	wikidata	0	human	
2489809	1	fantasy artist		0	Unknown	wikidata	-1		
19275486	1	Persian king-priest		0	en	wikidata	-1		
1404015	2	Fellagha		0	Unknown	wikidata	-1		
4688014	5	aerial observer	functional position of gathering information visually from an airborne platform	0	ro	wikidata	1	human	
202391	1	racewalking	athletic discipline	1	en	wikidata	0	human	
1394172	1	hospodar	"older title meaning ""Lord"" in Moldova and Wallachia"	0	io	wikidata	-1		
177645	1	Mayor of Montreal	mayor of the city of Montreal, Quebec, Canada	0	en	wikidata	-1		
1535038	1	Amateur geology	King of Gods	0	hu	wikidata	-1		
39201	6	pet	animal kept for companionship and a person's enjoyment	1	br	wikidata	0	human	
33060693	3	IT project manager	manager of an information technology project	0	oc	wikidata	-1		
2493637	2	Tertön		0	vo	wikidata	-1		
688702	1	door-to-door	selling technique	0	nl	wikidata	-1		
2011359	1	High steward		0	Unknown	wikidata	-1		
26829128	3	boeotian vase-painter		0	nl	wikidata	-1		
40107500	1	Revolutionary leadership and family medicine education.	scientific article	0	en	wikidata	-1		
28382048	1	dance notator	person who uses symbolic notation to represent dance movement and form	0	en	wikidata	1	human	
56724899	3	silent film pianist		0	nl	wikidata	-1		
20204892	7	contributor	those who work with others on a collective work or project	1	ro	wikidata	1	human	
17991433	1	Comico		1	ia	wikidata	0	human	
3345289	2	Nouvelliste	Wikimedia disambiguation page	0	fr	wikidata	-1		
2311920	5	Sea-King	powerful Viking pirate chieftain	0	en	wikidata	-1		
4972949	1	Broder singer		0	de	wikidata	-1		
582102	2	letterpress printing		1	en	wikidata	0	human	
47456870	3	natural historian		0	ia	wikidata	-1		
201257	3	episcopal vicar	profession	1	oc	wikidata	1	human	
278138	7	milkman	milk delivery person	1	tr	wikidata	1	human	
19360355	1	Member of the Hamburg Bürgerschaft		0	en	wikidata	-1		
16748751	1	emotion psychologist		0	en	wikidata	-1		
60155886	3	landscape contractor	profession	0	en	wikidata	-1		
7973168	5	watchman	law enforcement occupation	1	en	wikidata	1	human	
2622385	1	Minister of State		0	en	wikidata	-1		
4207746	1	apostolate		1	pt	wikidata	0	human	
1728617	7	capitular vicar		0	la	wikidata	-1		
20984678	1	eater	person or live being who eats something	1	en	wikidata	1	human	
1319035	3	adult education	form of learning adults engage in beyond traditional schooling	0	et	wikidata	-1		
1434313	1	river god	god for a river	0	da	wikidata	-1		
191713	1	hussar	light cavalry specialized in scouting and raiding	1	sv	wikidata	1	human	
194326	4	juggling	circus skill	1	en	wikidata	0	human	
2790613	1	senior chamberlain	court official in Austria, Germany, Sweden	0	et	wikidata	1	human	
1383285	1	religion pedagogy	paedagogy of religion; reflection about how to teach religion	0	eu	wikidata	-1		
56677038	3	agricultural biologist		0	en	wikidata	-1		
28797504	6	background stylist	profession in animation film production	0	en	wikidata	-1		
176649	2	list of explorers	Wikimedia list article	0	en	wikidata	-1		
249981	1	Boomer	Wikimedia disambiguation page	1	Unknown	wikidata	0	human	
3401082	1	War poet		0	de	wikidata	-1		
327401	5	German resistance to Nazism	opposition by individuals and groups in Germany to Adolf Hitler or the National Socialist regime between 1933 and 1945	0	en	wikidata	-1		
24205668	1	relationship therapist	profession	0	en	wikidata	-1		
1181984	4	Marine officer	military rank	0	en	wikidata	-1		
707748	1	Legal aid		0	af	wikidata	-1		
56312678	2	ceramic painter	painter who designs and creates visual art on ceramic surfaces and objects such as tiles, sculptures, tableware and pottery using a variety of techniques to produce decorative illustrations ranging from stenciling to free-hand drawing	0	en	wikidata	-1		
2429942	1	Adjutant general	military chief administrative officer	0	Unknown	wikidata	-1		
647714	2	Cresta Run	sports venue and a type of sport near Skeleton named after the venue	1	it	wikidata	0	human	
59312689	8	Knight of the Order of Montesa		0	en	wikidata	-1		
174506	1	Atabeg	title	0	Unknown	wikidata	-1		
930402	2	witch doctor	practice of “magic” for healing purposes	1	en	wikidata	1	human	
26250880	2	president of the Supreme Court of the Netherlands	position	0	en	wikidata	-1		
28552423	4	matte painter	person in charge of the painted parts of a film's scenery	0	da	wikidata	1	human	
153846	1	Stasi	East German Ministry for State Security	1	fi	wikidata	1	cleanlab	
146839	4	Dijkgraaf	chair of a water board	1	nl	wikidata	0	human	
370919	4	social anarchism	political ideology	0	en	wikidata	-1		
3301537	7	substitute teacher		0	en	wikidata	-1		
5172469	3	corporate lawyer	lawyer who specializes in corporate law	0	Unknown	wikidata	-1		
27103694	3	teller	customer-service clerk in a financial services company	1	Unknown	wikidata	1	human	
5575361	4	goatherd	person who tends, feeds, or guards flocks of goats	1	Unknown	wikidata	1	human	
4168000	2	military intelligence	gathering and assessment of strategic, tactical, and policy information	0	en	wikidata	-1		
5096919	1	Chief Secretary of New South Wales		0	en	wikidata	-1		
1033	1	Nigeria	federal republic in West Africa	1	oc	wikidata	0	human	
6942622	4	musico	Italian term with a number of meanings used to describe a musician	1	rn	wikidata	0	human	
1051088	2	Commissioner of Baseball	chief executive of Major League Baseball	0	en	wikidata	-1		
18399390	3	deported French resistance		0	en	wikidata	-1		
1127220	1	Conseil supérieur de l'audiovisuel		0	fr	wikidata	-1		
1415369	7	projectionist	person who operates a movie projector	1	fr	wikidata	1	human	
56010	1	Bundeswehr	unified armed forces of Germany and their civil administration and procurement authorities	1	Unknown	wikidata	0	human	
24033993	3	karate coach		0	en	wikidata	-1		
890103	2	mule	person who smuggles contraband across a border for a smuggling organization	1	et	wikidata	1	cleanlab	
3972537	1	Écrivains de langue française, par ordre alphabétique	Wikimedia list article	0	fr	wikidata	-1		
3054575	1	private law investigator		0	ro	wikidata	-1		
207615	1	Royal Spanish Football Federation	governing body of association football in Spain	0	en	wikidata	-1		
872181	7	scouting	world-wide movement for the education of youth, founded by Robert Baden-Powell in 1907	1	en	wikidata	0	human	
20747436	1	rector magnificus of the University of Groningen	head university teacher	0	en	wikidata	-1		
128393	2	nomad	member of a community of people who live in different locations, moving from one place to another	1	Unknown	wikidata	1	human	
49780	1	syndicalism	proposed type of economic system, considered a replacement for capitalism	1	is	wikidata	0	human	
47001710	5	radio director		0	es	wikidata	-1		
505174	1	carillon	musical instrument consisting of several bells, often in a tower	1	Unknown	wikidata	0	human	
1365243	1	tropical medicine	medical specialty	0	en	wikidata	-1		
3587635	4	electronician		0	en	wikidata	-1		
3586007	1	Église gallicane		0	ca	wikidata	-1		
7782376	1	Theoretician		0	la	wikidata	-1		
779280	3	oblate	person dedicated to the Christian religion	1	ro	wikidata	0	human	
2826750	1	Private investigator		0	it	wikidata	-1		
258146	2	feral child	human child who has lived isolated from human contact from a very young age	0	en	wikidata	-1		
